protocol_id,elem_id,segmentation,comments,text
prot-1930--fk--33,i-17MwPwTpR7p15Aq5VeFm9,u,,"dogmatisk undervisning eller inte. Jag får visserligen medge, att jag inte kan klara upp skillnaden emellan en konfessionell undervisning, som bör finnas, och en dogmatisk, som ej får finnas, ty den egentliga skillnaden emellan konfession och dogm är väl, så vitt jag begriper det, att det ena är latin och det andra grekiska. Man kan inte alldeles taga bort dogmen, om man skall ha en konfession. Jag vill emellertid inte alls lägga tonvikten härpå, ty enligt min mening är undervisningsplanen fullkomligt riktig därutinnan, att den Just lägger tonvikten på det objektiva och historiska meddelandet av de religlösa sanningarna, men där är ju frågan denna: då man enligt den fullkomligt riktiga anvisningen 1 undervisningsplanen skall gå till källorna så äro källorna här tre - bibeln, psalmboken och katekesen. Bibeln är ett uttryck för den äldsta kristendomens lära och den gammaltestamentliga läran"
prot-1930--fk--19,i-19h8HWgSaaA9u3VhVgYAe,u,,"TI fråga om denna punkt föreligger ingen skillnad i klämmen för utskottsmajoriteten och reservanterna, av vilka jag utgör en. Skillnaden hänför sig till ett stycke 1 motiveringen och rör frågan, huruvida riksdagen nu skall anslå medel jämväl för stenröjning. Detta anslag är som bekant avsett dels till understöd av nyodling, dels till betesförbättring, och nu är det även föreslaget, att det skall avse ett understöd till stenröjning. Därom äro alla ense, att det under dessa tider är synnerligen önskvärt, att betesförbättring, som utgör ett förbilligande av produktionen av betesgräs, främjas och stödjes från statens sida. Det blir redan mera tveksamt, huruvida man under dessa för jordbrukets ekonomi så brydsamma tider verkligen skall gå in för nyodling. Nyodling är ju redan nu en i förhållande till jordens ekonomiska avkastningsförmåga mycket oviss och - för att inte säga - i de flesta fall förlustbringande affär, och under sådana förhållanden måste man åtminstone vara ganska tveksam."
prot-1930--ak--39,i-12fW5BWh61auVngQgTpp1,u,,Herr talman! Jag har tillika med några andra utskottsledamöter reserverat mig mot utskottets avslagsyrkande på Kungl. Maj:ts äskande under denna punkt.
prot-1930--ak--29,i-146L9MdfgEts2mxbKHtjt,u,,"Herr förste vice talman! Att döma av den förströdda uppmärksamhet, som kammaren ägnar denna fråga, kan man tro, att önskningarna att stärka regeringsmaktens ställning icke ligga kammaren så vidare varmt om hjärtat. Men det är också möjligt, att denna brist på intresse beror därpå, att kammaren förmodar, att sakens utgång är klar - som Ju också konstitutionsutskottets ärade vice ordförande pessimistiskt lät förmoda i sitt inledningsanförande. Vidare torde denna brist på intresse bero därpå, att samma frågor diskuterades ganska grundligt för två år sedan, då en motion av av liknande art väcktes - enligt min mening på lämpligare tidpunkt. Ty det är självfallet sista riksdagen under en period, som grundlagsfrågor av denna art böra komma till avgörande."
prot-1930--ak--18,i-16dJUpMc3QAxBPXf42e3L,u,,"såväl då det gäller anläggning av allmänna vägar och broar som då det gäller vägförbättringar och underhåll. Detta gör, att man inom vägdistrikten har möjlighet att planmässigt ordna sitt arbete på vägväsendets område, och man"
prot-1931--fk--34,i-1127TwWwue8R8KUr61ZDc8,title,,Lördagen den 9 maj e. m.
prot-1931--fk--18,i-134wyEdfJ3AqL9d5h9sjd,note,,"nr 34, i anledning av väckt motion om understöd åt kaptenen G. A. Ã…ström"
prot-1931--ak--29,i-1D4vet1mRYhaB3yS5ZV8v,u,,"Jag sade i mitt förra anförande, att även myndigheterna - jag menade naturligtvis inte flygarna - hade framhållit vissa reservationer i sina utlåtanden, och det hade varit regeringens sak att fästa sig vid de reservationerna. Beträffande flygarna måste man säga, att de äro väl ändå i någon mån sakkunniga, när det gäller att bedöma flygplanen, ty det är dock de, som få stå riskerna, om maskinerna störta."
prot-1931--ak--15,i-1GacDNwkr89RZcbx2cv4h,note,,Västerbottens län.
prot-1932--fk--4,i-14C6z6eXCeGEfb5HrEkSG,u,,"procent, och i städerna har överskottet vuxit från 310 miljoner till 641 mil-"
prot-1932--fk--3,i-14moV9GrxpZp5VSDqWuAE,note,,"Herr talmannen tillkännagav, att anslag utfärdats till sammanträdets fortsättande kl. 8 e. m."
prot-1932--fk--36,i-18GZW8gogqndwo1MaDtjL,margin,,Första kammarens protokoll 1932. Nr 36. 1
prot-1932--ak--20,i-11QQMx9GiKveDZcgk5mZA,margin,,2 | Måndagen den 29 februari.
prot-1932--ak--37,i-1CFVmck6qcs2Qu1kFGB8o,u,,Herr talman! Naturligtvis är det en olägenhet att behöva med korta mellanrum ändra en förordning. Men det är väl i alla fall bättre att göra detta än att uraktlåta att hjälpa jordbrukarna i deras nuvarande nödläge. Att bringa sådan hjälp tycker jag är det väsentliga
prot-1932--ak--53,i-1GP1jhn4HtP16p76jNbk4,u,,"Vad slutligen beträffar det herr Per Albin Hansson hade att andraga och det där hotet om att han skulle sätta sig i spetsen för en kår, så vill jag säga det, att när den dagen kommer då herr Per Albin Hansson med sitt folk vänder sig till den ansvariga polismakten här i denna stad eller någon annan kommun och säger: Vi stå till edert förfogande för att upprätthålla ordningen tillsammans med den ordinarie polismakten, då har verkligen någonting hänt, som jag skall hälsa med glädje och tillfredsställelse. Det blir en annan anda, herr talman, mina herrar, än då de svenska fackföreningarna på ort efter ort rycka till sig det s. k. ansvaret för ordningens upprätthållande under en upprörd konflikt med den ordinarie polismakten."
prot-1933--fk--45,i-136KTaRGVqpTyBeSQsv8Q,note,,"nr 18, i anledning av dels Kungl. Maj:ts proposition nr 209 med förslag till förordning om erkända arbetslöshetskassor m. m., dels ock i ämnet väckta motioner"
prot-1933--ak--22,i-13aVkKLuD6hhzaY1mh1yK,u,,fallen.
prot-1933--ak--22,i-14m5SMAm8Jv9NqN9yA3Vb,u,,"Ang. vissa anslag under fjärde huvudtiteln. (Forts.) slag på hela det föreslagna anslaget under denna huvudtitel, ber jag, herr talman, att få yrka avslag på den punkt, som nu är föredragen. Jag kom-"
prot-1933--ak--23,i-14peNyoA6u4e1FUCqpTcf,u,,"Nu är ju skattelagstiftningen ett oerhört invecklat problem, men de här suveräna intelligenserna, Hagberg och Brädefors, knäcka de största och svåraste problem med en motivering på sex rader och en mer eller mindre förvirrad kläm. Det har framhållits från andra talares sida, hur uppenbart bristfällig motiveringen i herr Hagbergs motion är. Därutöver skall jag bara erinra om att skatteutjämningskommittèns betänkande numera föreligger färdigt och att betänkandet nu kommer att undergå ytterligare bearbetning, som väl småningom leder fram till en proposition i riksdagen, och sedan blir det väl fråga om att giva åt kommunerna ett solidare skatteunderlag än vad de för närvarande ha. När alla dessa saker, som alltså till en del redan äro utredda och till en del kräva ytterligare utredning, äro klara, få väl herrar Hagberg och Andersson i Stockholm och vi andra också, komma med de ändringsyrkanden, som vi vilja framställa i dessa frågor, ty man kan väl inte på nytt, sedan"
prot-1934--fk--17,i-14Dxmaigy11w75TCRen4F,intro,,Herr Wagnsson:
prot-1934--fk--24,i-14odGR1e6HnoERGGqZMAn,u,,"Det är tydligen en oviss punkt, men jag hoppas i alla fall, att lagen kommer att så framskjuta sakkunskapens betydelse, att den anses såsom en statens angelägenhet och icke såsom en angelägenhet, varmed parterna kunna bolla, allteftersom de ha råd att betala de ofta mycket dyrbara experterna. Från sådana synpunkter hälsar jag detta lagförslag som en ljusning för en kommande tid."
prot-1934--fk--5,i-16MDKJWcGQMiiMHKHvVA8,note,,"På gjord proposition bifölls ansökningen för den tid, det i åberopade läkarintyget omförmälda hindret varade."
prot-1934--ak--42,i-112aGkcKsfhVtisz4LdMfd,margin,,Lördagen den 2 juni f. m. Nr 42. 41
prot-1934--ak--26,i-12vZH4NZYwe7ZVgVHcLhg,margin,,68 Nr 26. Onsdagen den 18 april e. m.
prot-1934--ak--44,i-16BPzxjx6jcHUdDqg6GN1,u,,"När herr Lövgren talar om att det behövs driftskapital för att köpa på den öppna marknaden, ber jag att få fråga: huru mycket behövs i driftskapital? Det finns ingenting sagt om detta. När jag i mitt första anförande frågade, om det fanns skeppningsvalutor, som kunde täcka bolagets utgifter till februari månad, lyckades jag varken från herr statsrådet eller herr Lövgren få något svar därpå. Har man diskonterat på förhand eller finns det säkerheter till årets början? Det vore angenämt att av en person, som är initierad, få reda på detta. Herr Lövgren talade också om för kammaren och för talmannen, att det gjorts en värdering av sågverket och pappersmassefabriken, som slutade på 8,609,000 kronor. På vilka grunder är denna värdering baserad? Ã„r den baserad på vad det skulle kosta bolaget att bygga upp det hela? Ã„r den baserad på vad det skulle kosta, om bolaget skall förränta nedlagt kapital eller varpå är den baserad? Jag tror nog, att det kostar 8,609,000 kronor, men därmed är icke sagt, att det har det värdet, ty det kanske icke har något värde alls eller mycket obetydligt värde, om bolaget går med förlust. Att detta värde skulle täcka statens insats, är fullkomligt orimligt. Man skall inte underskatta vad kommerskollegium yttrat i ärendet, när man talar om denna sak. Om man säger, att vinsterna motsvara uppoffringarna, och att man fått in insatserna från staten genom inbesparande av utgifter för arbetslöshetshjälp, Ja, för allt i världen, herr talman, säg då ut det, att staten skall på det sättet hjälpa arbetslösheten i denna kommun med så och så många hundratusen eller kanske miljoner kronor om året. Då blir det ju rent och klart utsagt, så att staten vet vad den har att göra, så att man icke går i blindo och säger, att rörelsen uppehålles genom bidrag, som ersättas genom att bereda staten vissa indirekta förmåner. Låt staten veta, att staten skall betala så och så mycket i arbetslöshetshjälp genom att hålla verksamheten uppe."
prot-1935--fk--28,i-1MdcwqwGHrkzDVgvnSzMk,u,,"Herr talman, ärade kammarledamöter! Såsom motionär i denna fråga nödgas jag trots den sena timmen besvära kammaren med ett litet anförande. Att jag motionerat i frågan beror på att jag själv lärt och utövat detta yrke samt någon tid bedrivit det i egenskap av Â»småbagerimästareÂ», som det heter på fackspråket. Jag har därför haft intresse för frågan alltsedan lagstiftningen kom till år 1919. Jag har följt dess behandling här i riksdagen, och vid varje tillfälle som den varit uppe har det stått klart för mig, att, såvitt jag kunnat förstå, en oriktighet begåtts genom att dessa s. k. familjebagerier fått en undantagsställning. Man säger här 1 utskottsbetänkandet, då man motiverar yrkandet om avslag å den av mig här i första kammaren framburna motionen:"
prot-1935--fk--35,i-1PgmvDdg41JTK53v6Wy4e,note,,Punkten D 2. Utskottets hemställan bifölls.
prot-1935--fk--23,i-1RrX3w4UtCD3hXjfShjnw,note,,b) att herr Lindhagens motion I: 22 må anses besvarad med vad utskottet ovan anfört.Â»
prot-1935--ak--12,i-11hBYEiFkow5Z4EYBUXQe,note,,nr 497 av herr Danielsson m. fl.
prot-1935--ak--28,i-11kcYnT9LLPVy1uFj9FaP,u,,"Rundradioverksamheten i vårt land är som vi alla veta av rätt så ungt datum. För omkring tio år sedan hade vi här i landet knappast mer än några tiotusental radioapparater, medan vi nu närma oss ett antal av 800,000. Sistnämnda siffra visar, att rundradioverksamheten uppskattas av stora delar av vårt folk. Säkerligen kommer rundradioverksamheten att vinna ännu mycket större anslutning än hittills varit fallet."
prot-1935--ak--20,i-112Rc14ih1axtcf8MsJrgf,margin,,22 Nr 20. Onsdagen den 20 mars.
prot-1936--fk--46,i-112DT1fri8YbwqbJrsS4rG,"title, u",rubrik och yttrande,Ang. ändringar i förordningen om inkomstoch förmögenhetsskatt. (Forts.) man måste känna sig tveksam inför ett ståndpunktstagande i en fråga som denna.
prot-1936--fk--4,i-16ZcEvnkPpAJk5RwW1Qyd,note,,"nr 177, av herr Bergman m. fl., angående anslag till hjälpverksamhet bland Rysslandssvenskar"
prot-1936--ak--21,i-19fT2AYki9Hg7iYriEnqc,note,,b) godkänna i punkten intagen avlöningsstat för skolöverstyrelsen att tilllämpas tills vidare från och med budgetåret 1936/1937
prot-1936--ak--11,i-19m9shBYUJtDCMz1cATfL,u,,"Jag vill dock erkänna, att motionens syfte är på visst sätt erkänd, eftersom man vill gå in för att utreda och åstadkomma ändring i lagen, som det så vackert heter, genom lönereglering."
prot-1936--ak--23,i-1DZ8zFEFQGbjFKBQEvg6U,note,,"nr 72, i anledning av Kungl. Maj:ts proposition angående befrielse för översten och sekundcehefen för Livregementet till häst greve W. A. Douglas och kaptenen vid kustartilleriet H. H. Victorin från viss betalningsskyldighet"
prot-1937--fk--35,i-12s5mT7JecFDLZLJmW144,"title, u",rubrik och yttrande,Ang. lämpligare behandling av straffriförklarade. <iForts.) ock genom en centralisering av fångvårdens sinnessjukvård till en särskild anstalt och dess avskiljande från den allmänna sinnessjukvården.
prot-1937--fk--20,i-1EpjUoiNW8y47RsdmJvZF,u,,"Herr talman! Jag delar till fullo den uppfattning, som här kommit till uttryck dels i kommunikationsministerns anförande och dels i andre vice talmannens. Att nu införa nya dryga utgifter samtidigt som man ser, hur anslagen minskas, finner jag vara en orimlighet. Kan det tvärtom vidtagas några utgärder, som verka i återhållande riktning, tror jag man har anledning från myndigheternas sida att hälsa en sådan åtgärd med tillfredsställelse och icke tvärtom."
prot-1937--ak--27,i-12hr4DMdsWkLpSiNLU1a4,u,,"Herr talman! Herr Johnsson i Kalmar syntes vilja göra gällande, att jag misstolkat de stadgeparagrafer, som jag åberopade, och kanske också i någon mån försökte ånyo föra denna misstolkning till torgs. Han sade, att om någon agitation inte förts i frågan bland metallindustriarbetarförbundets medlemmar skulle utgången måhända blivit en anman. Ja, skulle det hela ha berott på den agitation, som fördes inom den organisationen, är det mycket möjligt, att utgången blivit den rakt motsatta till vad som åsyftades, ty herr Johnsson i Kalmar och förbundsledningen sparade inte på arbetet vid det tillfället utan reste land och rike runt till varenda organisation. Jag förmodar, att om man gick in för en anslutning till kassan, så försökte man inte misstolka vare sig stadga eller gällande ordning och bestämmelser, utan att man tvärtom försökte framställa dem i så gynnsam dager som möjligt för arbetarna för att dessa skulle acceptera dem. Trots denna agitation avslogs emellertid förslaget, och detta berodde väl på, att vederbörande läst bestämmelserna på det sätt, som de verkligen stå där, och utan att misstolka dem. Det skulle ju också förvåna mig i allra högsta grad, om en så stor procent av metallindustriarbetarförbundets medlemmar så till den grad skulle ha kunnat misstolkat vad som är föreskrivet i gällande stadgar och förordningar."
prot-1937--ak--10,i-15vSk98AdT6wSBpgGAHNW,intro,,"Härefter lämnades på begäran ordet till herr Brädefors, som yttrade:"
prot-1937--ak--29,i-18b2h2EtCtAQjhFEagxbN,intro,,Herr Bergvall:
prot-1938--fk--37,i-19bhDwF1bb9L3gLuhXQKW,u,,"Nu hemställer utskottet om bifall till Kungl. Maj:ts förslag, som anvisar 44.400 kronor. Det är en ökning allenast på 5,700 kronor mot vad som tidigare utgått. Anslaget skall fördelas med 32,400 kronor till Hyltèn-Cavalliusâ€ stiftelse för svensk folkminnesforskning och med 12,000 kronor till institutet för folkminnesforskning vid Göteborgs högskola. Ökningen faller uteslutande på de kostnader, som erfordras för bestridande av inflyttningen i stiftelsens av Lunds universitet tillhandahållna nya lokaler. Det är alltså engångskostnader."
prot-1938--fk--31,i-19xqGfc22xFXW6mQL19qo,note,,"nr 117, i anledning av väckt motion angående utredning om ersättning för olycksfall i arbete åt arbetaren hos statens arbetslöshetskommission S. K. E. Bergman"
prot-1938--ak--22,i-14T7WcQZydAfrgsgEze6K,u,,"Jag skall naturligtvis inte yttra mig alls om de vägar, som skola anlitas 1 politiskt hänseende för att förverkliga detta önskemål. Jag böjer mig för de auktoritativa uttalanden, som här gjorts. Frågan om det lämpligaste tillvägagångssättet är en sak för sig - det är inte fördenskull jag uppträder. Men jag vill göra mig till tolk för den uppfattningen, att här bör det göras något och att det om möjligt bör göras snart. Jag tror, att om ifrån det allmännas sida en undersökning skulle göras rörande de icke yrkesutbildades frekvens 1 vår asociala värld, om vi toge reda på hur stor roll de icke yrkesutbildades grupp spelar i den verksamhet som åvilar barnavårdsnämnderna, skyddshemmen och domstolarna samt vilka svårigheter deras klienter bereda dem vid deras bemödanden att tillrättaföra dem genom intagande i skyddshem, dömande till tvångsuppfostran, till villkorlig dom, unzdomsfängelse, frihetsstraff etc., så skulle vi få en mycket skrämmande bild på alla dessa områden av vad det spelar för roll att människor i sin tidiga ungdom inte fått lära sig något ordentligt yrke och att man till följd därav alldeles givet har att räkna med ett mycket betydande orsakskomplex som hänför sig till denna brist, när det gäller de asociala tendenserna i vårt samhällsliv."
